datetime,ticker,tokenAddr,arb%,threshold
2017-10-09 09:06:05,PAY,0xb97048628db6b661d4c2aa833e95dbe1a905b280,0.018965517241379404,0.24604531033294885
2017-10-09 09:36:02,PAY,0xb97048628db6b661d4c2aa833e95dbe1a905b280,0.01721170395869187,0.19072865120289284
2017-10-09 10:06:39,BQX,0x5af2be193a6abca9c8817001f45744777db30756,0.01918465227817734,0.03543109555178867
2017-10-09 10:07:09,IXT,0xfca47962d45adfdfd1ab2d972315db4ce7ccf094,0.002865329512893977,0.03543109555178867
2017-10-09 10:07:13,TIX,0xea1f346faf023f974eb5adaf088bbcdf02d761f4,0.0010638297872340718,0.03543109555178867
2017-10-09 11:18:39,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.022727272727272485,0.9569848821729636
2017-10-09 11:29:35,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.0150244257559802
2017-10-09 11:31:13,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.3449530931892928
2017-10-09 11:32:02,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.3781768708280548
2017-10-09 11:32:09,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.2291473171151812
2017-10-09 11:32:22,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.0358663226212126
2017-10-09 11:32:36,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.0503789389436808
2017-10-09 11:33:15,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.3348605438198506
2017-10-09 11:33:16,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.0811374540440537
2017-10-09 11:33:40,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.022727272727272485,2.585663100501198
2017-10-09 11:33:57,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.2998541399495345
2017-10-09 11:33:57,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.2921655442939366
2017-10-09 11:34:03,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.022727272727272485,2.6664201633387723
2017-10-09 11:34:25,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,0.9638025124510311
2017-10-09 11:34:26,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.180559036304711
2017-10-09 11:35:07,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.1346717473361196
2017-10-09 11:35:12,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.122104871096951
2017-10-09 11:35:35,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.255795555892165
2017-10-09 11:35:51,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.022727272727272485,2.4640684784657143
2017-10-09 11:35:57,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,2.0996336411225394
2017-10-09 11:36:14,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.022727272727272485,2.4238748585859327
2017-10-09 11:36:18,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.6689142805500798
2017-10-09 11:36:22,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.3091903743301732
2017-10-09 11:36:27,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,2.250499899035638
2017-10-09 11:36:53,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.3717038487036917
2017-10-09 11:37:07,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.1393609775438445
2017-10-09 11:37:16,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.022727272727272485,2.512700539737804
2017-10-09 11:37:20,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.022727272727272485,2.510296200334002
2017-10-09 11:37:26,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.378902790078965
2017-10-09 11:37:36,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,0.9669087583286473
2017-10-09 11:37:42,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.022727272727272485,2.609741826571147
2017-10-09 11:37:45,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.022727272727272485,2.6933585946527234
2017-10-09 11:37:53,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.8897680417702043
2017-10-09 11:38:21,CCT,0x336f646f87d9f6bc6ed42dd46e8b3fd9dbd15c22,0.02505694760820032,1.0379823746635155
